age_group,acetaminophen,acetaminophen_intensity,ibuprofen,ibuprofen_intensity,dextromethorphan,dextromethorphan_intensity,guaifenesin,guaifenesin_intensity,phenylephrine,phenylephrine_intensity,chlorpheniramine,chlorpheniramine_intensity,n_actives,total_intensity,suitability_score,is_safe
senior,1,0.19967695645772032,1,0.19138261130969214,0,0.0,0,0.0,1,0.358399806564765,1,0.6711729920237125,4,1.42063236635589,0.7526918831684549,1
senior,1,0.9263959679423892,0,0.0,0,0.0,1,0.47015667026761365,0,0.0,1,0.23250814238461626,3,1.6290607805946191,0.8894071416425384,1
senior,1,0.7143140463502409,0,0.0,0,0.0,0,0.0,0,0.0,1,0.634257414570372,2,1.348571460920613,0.8139932549608543,1
senior,0,0.0,1,0.8632057421211174,0,0.0,0,0.0,0,0.0,1,0.12463094253774543,2,0.9878366846588629,0.7762802519762041,1
teen,1,0.8484841303101982,1,0.8915776496728343,1,0.6193763645693398,1,0.6158830007898726,0,0.0,0,0.0,4,2.975321145342245,0.7324068648213219,1
adult,0,0.0,0,0.0,1,0.3641812457342145,1,0.10664661719016977,1,0.2473414333316859,1,0.03671830855836056,4,0.7548876048144307,0.8104152753913746,1
teen,1,0.24274618907515932,0,0.0,1,0.9890374005641028,0,0.0,1,0.15790686309268454,0,0.0,3,1.3896904527319467,0.8885591528680693,1
adult,0,0.0,0,0.0,1,0.36148317767011195,0,0.0,1,0.18046555286735144,0,0.0,2,0.5419487305374634,0.9103900331320088,1
child,1,0.18629886063526735,1,0.31314110753889024,0,0.0,1,0.2188129561154285,0,0.0,0,0.0,3,0.7182529242895861,0.8634109822179076,1
senior,1,0.1324760485102776,1,0.5725771868433092,0,0.0,0,0.0,1,0.4469349034813842,0,0.0,3,1.1519881388349709,0.9475507964683831,1
teen,1,0.6325752419526063,1,0.5723830092166057,1,0.9862202302165319,0,0.0,0,0.0,0,0.0,3,2.191178481385744,0.9476721025168635,1
adult,1,0.6246255935383099,1,0.33958614077642735,1,0.6030663907473195,0,0.0,0,0.0,1,0.6535623233187224,4,2.220840448380779,0.7953775639060532,1
child,1,0.15662214201948832,0,0.0,1,0.9071869975785631,0,0.0,1,0.684407952100591,0,0.0,3,1.7482170916986424,0.8353697371817818,1
child,0,0.0,1,0.13120367679394418,0,0.0,1,0.9628764384314833,0,0.0,0,0.0,2,1.0940801152254274,0.7109929433876083,1
senior,1,0.06628117385682908,1,0.3895575364374013,0,0.0,0,0.0,0,0.0,1,0.23431366567898504,3,0.6901523759732154,0.9869229757115341,1
adult,1,0.7157331136860524,1,0.2585048377470818,1,0.6334706025397858,0,0.0,1,0.1051502957930871,1,0.626491120332162,5,2.3393499700981693,0.7720667787047693,1
teen,0,0.0,0,0.0,1,0.8016047375091819,0,0.0,1,0.5039737797526248,1,0.9291130326024208,3,2.2346915498642277,0.8963566384065526,1
senior,0,0.0,1,0.1428137489806599,0,0.0,1,0.09354991255503786,0,0.0,0,0.0,2,0.23636366153569777,0.8392079466657243,1
teen,0,0.0,0,0.0,1,0.8482799251535492,0,0.0,1,0.3246346563685911,0,0.0,2,1.1729145815221402,0.8082452004902791,1
child,1,0.47634324228471936,0,0.0,1,0.6804878674492828,1,0.006533113815151759,0,0.0,1,0.8945678389231838,4,2.0579320624723376,0.6025352879716366,1
teen,0,0.0,1,0.7784803343673933,1,0.028127449658328252,1,0.40297037404127134,0,0.0,0,0.0,3,1.2095781580669929,0.924561242092426,1
teen,0,0.0,1,0.6612103648591716,1,0.31404100586092965,1,0.4413955985793664,1,0.02085474347564409,0,0.0,4,1.4375017127751117,0.7600565361988139,1
senior,0,0.0,1,0.8427284644017976,0,0.0,0,0.0,1,0.7637094044031318,1,0.8935106881046224,3,2.499948556909552,0.733108868358094,1
teen,1,0.3882939532575296,0,0.0,1,0.9197089823077294,0,0.0,0,0.0,1,0.030222826972494232,3,1.3382257625377532,0.9107713431879879,1
senior,1,0.7030992499618434,1,0.5529404483589183,0,0.0,1,0.7734126950405784,0,0.0,0,0.0,3,2.02945239336134,0.8818232918589749,1
child,1,0.9047845261955824,0,0.0,1,0.44416482426948733,0,0.0,1,0.22424418163008986,0,0.0,3,1.5731935320951593,0.8588325826262062,1
senior,1,0.4862490489992497,0,0.0,1,0.46991325239983706,0,0.0,0,0.0,1,0.997446982370716,3,1.953609283769803,0.9002880561803197,1
senior,0,0.0,0,0.0,0,0.0,1,0.856860820170087,1,0.7375366894630849,1,0.7289482867792813,3,2.323345796412453,0.7524910289955055,1
adult,0,0.0,1,0.9475528227096023,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9475528227096023,0.8240696791253805,1
teen,1,0.12251044846314063,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.12251044846314063,0.8169946313805618,1
child,0,0.0,1,0.3316612814043308,0,0.0,1,0.803282098004147,0,0.0,1,0.12462950840229714,3,1.259572887810775,0.8660600832640383,1
senior,0,0.0,1,0.28323707009423527,1,0.13738410331167428,1,0.6764288829110621,1,0.9321779950396326,0,0.0,4,2.029228051356604,0.6987947827764535,1
child,1,0.5380451331243199,0,0.0,1,0.5361167464379311,1,0.030082305036017276,0,0.0,1,0.9485336384455272,4,2.0527778230437956,0.6286334995700107,1
adult,0,0.0,1,0.683725197023277,1,0.5402084885553278,0,0.0,1,0.7919111011136616,0,0.0,3,2.0158447866922664,1.0,1
teen,1,0.5479576118578754,1,0.20937161847634544,0,0.0,0,0.0,1,0.6682605715811698,1,0.6179475108937179,4,2.0435373128091086,0.8132141347832832,1
senior,0,0.0,1,0.8550913865967308,0,0.0,1,0.18256997340533798,0,0.0,0,0.0,2,1.0376613600020688,0.8275698305408886,1
teen,1,0.2847609012972653,0,0.0,0,0.0,0,0.0,1,0.15122531624775637,1,0.2790057660181743,3,0.7149919835631959,1.0,1
adult,0,0.0,0,0.0,1,0.5816191427824215,0,0.0,0,0.0,1,0.896986719366009,2,1.4786058621484306,0.8380657202470667,1
adult,0,0.0,0,0.0,1,0.26363164825070295,0,0.0,1,0.8545215586554388,1,0.27350803754358943,3,1.3916612444497312,0.9744034268071957,1
child,0,0.0,0,0.0,0,0.0,1,0.789751677355532,1,0.2436074511818258,1,0.623479476723149,3,1.6568386052605066,0.8569176710412254,1
senior,1,0.8095901107066984,1,0.659757939049496,1,0.19938043573997366,0,0.0,1,0.1430366057960334,0,0.0,4,1.8117650912922012,0.7532598952395548,1
child,1,0.8289911073038604,1,0.36231180610699076,0,0.0,1,0.02505416971229446,1,0.611453504918879,0,0.0,4,1.8278105880420246,0.7152817556727509,1
adult,0,0.0,1,0.1040421449538963,0,0.0,1,0.5100605130808629,1,0.6854484439610375,0,0.0,3,1.2995511019957968,1.0,1
teen,1,0.5528549141543084,0,0.0,0,0.0,1,0.03802704805912416,1,0.870324294958645,0,0.0,3,1.4612062571720776,1.0,1
child,1,0.41602772296342794,0,0.0,1,0.1356308451233439,1,0.1103145750248985,1,0.11129593255639525,1,0.14591108335775838,5,0.919180159025824,0.6727638829602632,1
child,1,0.5709357256381633,1,0.7909790099939972,1,0.4533573991628518,1,0.10722000486255467,0,0.0,1,0.08498256702854246,5,2.0074747066861094,0.6647921914485025,1
teen,1,0.6476233870170266,1,0.5742150042670905,1,0.7864771436822774,0,0.0,0,0.0,1,0.9974102130577146,4,3.005725748024109,0.7690639143221376,1
child,0,0.0,1,0.07524994074035762,0,0.0,0,0.0,1,0.29116983550583175,1,0.8362786863250179,3,1.2026984625712074,0.8973253359651943,1
teen,1,0.9192423819415915,0,0.0,1,0.2351367030988556,0,0.0,1,0.01908554471867896,0,0.0,3,1.1734646297591262,0.9759987791770602,1
senior,1,0.9354481550020175,1,0.34407427435835647,1,0.6799942484311629,0,0.0,1,0.06609969130891458,0,0.0,4,2.0256163691004514,0.7020204254734715,1
teen,0,0.0,1,0.7380596379474442,1,0.6546343387092661,1,0.9753484521816851,0,0.0,1,0.1735617999550173,4,2.5416042287934126,0.7024875872602112,1
senior,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.7548614600996375,1,0.7548614600996375,0.6873250635104204,1
teen,1,0.03323206169494841,1,0.4820099724546446,0,0.0,1,0.7096484439344409,1,0.5558306851195799,1,0.8203106784045167,5,2.6010318416081306,0.6857175292651253,1
adult,1,0.04656379790728438,1,0.3563353231123568,0,0.0,1,0.7569825792984765,1,0.6175927765720123,1,0.6808598902141794,5,2.4583343671043094,0.820878175550386,1
adult,1,0.9577999140830219,0,0.0,0,0.0,0,0.0,1,0.7503926760668499,0,0.0,2,1.7081925901498718,0.9311456750454379,1
senior,1,0.6948531348703155,1,0.47026373572060354,1,0.950872606815724,1,0.45587699262887216,1,0.5079174568993369,0,0.0,5,3.0797839269348524,0.5609485422913829,1
senior,1,0.3245416298480499,1,0.15183801406473674,0,0.0,0,0.0,1,0.9329019150626586,0,0.0,3,1.4092815589754453,0.9999273502903137,1
adult,0,0.0,1,0.02191370931644454,0,0.0,0,0.0,1,0.7917767057656682,0,0.0,2,0.8136904150821127,0.8788331319354279,1
senior,0,0.0,1,0.6150521122145971,0,0.0,0,0.0,1,0.9165440517449679,0,0.0,2,1.531596163959565,0.7390071889378577,1
teen,0,0.0,0,0.0,1,0.3461954970071315,0,0.0,0,0.0,1,0.8980187460520545,2,1.244214243059186,0.7568911878187456,1
teen,0,0.0,0,0.0,0,0.0,0,0.0,1,0.030722207247779743,1,0.3643081833274725,2,0.39503039057525224,0.8588202014246585,1
adult,0,0.0,1,0.8821714611821762,1,0.3955973207926775,0,0.0,1,0.8965472396290978,0,0.0,3,2.1743160216039517,0.9464874528090482,1
child,1,0.8532027150599326,0,0.0,1,0.8154701700293499,0,0.0,0,0.0,1,0.37281890349627766,3,2.04149178858556,0.8280320299726784,1
teen,1,0.5955702048985262,1,0.2961728053094196,0,0.0,0,0.0,0,0.0,0,0.0,2,0.8917430102079458,0.7917459730023403,1
senior,1,0.47990384355002236,1,0.7683513997033833,0,0.0,1,0.5823345595731964,0,0.0,1,0.6285288354663083,4,2.45911863829291,0.6918027117489453,1
child,1,0.11099891719762656,0,0.0,0,0.0,0,0.0,1,0.4914127971145428,0,0.0,2,0.6024117143121693,0.8119954680284931,1
child,1,0.23961383966889915,0,0.0,1,0.7706587750334464,0,0.0,1,0.3293765864994487,1,0.5019113972007482,4,1.8415605984025425,0.6898873162823503,1
teen,1,0.49048511966542396,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9316836121050652,2,1.4221687317704892,0.7790249917210957,1
teen,1,0.8650797111735102,1,0.6028641434256488,1,0.0049934063789000005,1,0.7492775458963895,1,0.7358611300039112,1,0.01930869568723681,6,2.9773846325655966,0.5383801204551587,1
child,0,0.0,0,0.0,0,0.0,1,0.07829824581516998,0,0.0,1,0.8071933678900034,2,0.8854916137051734,0.787818589554657,1
child,0,0.0,0,0.0,0,0.0,1,0.35549989998289266,0,0.0,0,0.0,1,0.35549989998289266,0.6056508151775055,1
adult,1,0.785627022830479,1,0.9890878368193631,0,0.0,0,0.0,0,0.0,0,0.0,2,1.774714859649842,0.8531158687843265,1
senior,0,0.0,0,0.0,1,0.5696985043738633,0,0.0,1,0.24698940823773918,1,0.4323320861488992,3,1.2490199987605015,0.8569297675737304,1
adult,1,0.5790153513666073,1,0.46353981604667216,1,0.8609167040614366,1,0.7287754335925136,0,0.0,0,0.0,4,2.6322473050672297,0.8024050001964321,1
teen,0,0.0,0,0.0,1,0.9032304304360307,1,0.4764614249013812,1,0.4152712729014325,0,0.0,3,1.7949631282388443,0.9658039890388662,1
adult,1,0.3480037687598495,1,0.6660173069855138,0,0.0,1,0.9274413743234138,1,0.1704510075373611,0,0.0,4,2.1119134576061382,0.8231942354084445,1
adult,1,0.16406455019241817,0,0.0,1,0.284359337204133,1,0.6276244391991871,0,0.0,1,0.20515166848891864,4,1.2811999950846569,0.8822616583910058,1
adult,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.7117674145987563,1,0.7117674145987563,0.8099166807912805,1
adult,1,0.08052543134143653,1,0.601025708766031,1,0.5998514999916797,1,0.9295465834171784,1,0.35881627190549215,0,0.0,5,2.5697654954218176,0.6802511417652931,1
senior,0,0.0,0,0.0,0,0.0,1,0.5314294350228974,0,0.0,1,0.4109098897526151,2,0.9423393247755125,0.804956168664993,1
senior,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1543829564581466,1,0.05702109995696936,2,0.21140405641511595,0.8092859989776584,1
child,0,0.0,1,0.7457746659531448,1,0.6662312417177791,0,0.0,0,0.0,0,0.0,2,1.412005907670924,0.7015401251453831,1
teen,1,0.9857803316719528,0,0.0,0,0.0,0,0.0,1,0.35502200608626555,0,0.0,2,1.3408023377582183,0.8237584388980954,1
adult,0,0.0,0,0.0,1,0.3681746125157003,0,0.0,1,0.35241272963023795,0,0.0,2,0.7205873421459382,0.9202130960831337,1
child,1,0.7506176050391641,0,0.0,1,0.18227524882233404,0,0.0,1,0.6186745584451973,0,0.0,3,1.5515674123066954,0.7994058220657991,1
child,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.4055768560944184,1,0.4055768560944184,0.7079750457090225,1
child,0,0.0,1,0.6313877400983365,1,0.4200647120578692,0,0.0,1,0.8656695066076708,1,0.9819766327555577,4,2.8990985915194343,0.6265647050830032,1
senior,1,0.4987118476843829,0,0.0,0,0.0,1,0.5773062116019737,0,0.0,1,0.9279506258518043,3,2.003968685138161,0.8752022594376755,1
adult,0,0.0,0,0.0,0,0.0,0,0.0,1,0.6264127628573899,1,0.052453725611360524,2,0.6788664884687504,0.8379104786901805,1
adult,0,0.0,0,0.0,0,0.0,1,0.9242936351235258,1,0.45852228693204644,1,0.45222844812655616,3,1.8350443701821284,0.9332540057175533,1
teen,0,0.0,0,0.0,1,0.5098375562375344,1,0.8670179929146721,1,0.2071689032611308,1,0.9769610151620255,4,2.5609854675753625,0.7889766925626488,1
adult,1,0.9883962490176815,0,0.0,1,0.43161675699725943,1,0.7123300682309021,1,0.09470490295317135,1,0.5291600781486262,5,2.7562080553476407,0.5865517072300606,1
adult,1,0.3293128550079647,0,0.0,1,0.6294564510525013,1,0.9267277919118243,0,0.0,1,0.29314138658572153,4,2.178638484558012,0.7499725098049682,1
child,0,0.0,0,0.0,1,0.6150050417735866,0,0.0,0,0.0,1,0.5568374724412218,2,1.1718425142148083,0.7060141548512049,1
teen,0,0.0,0,0.0,1,0.4035937876038421,0,0.0,0,0.0,0,0.0,1,0.4035937876038421,0.7121692381835275,1
adult,0,0.0,1,0.8719625383352743,1,0.40993101859325853,0,0.0,1,0.006633759275670337,1,0.006992781406094051,4,1.295520097610297,0.9298894208001163,1
senior,0,0.0,1,0.6658369310385239,0,0.0,0,0.0,1,0.9573868670601179,0,0.0,2,1.6232237980986417,0.6766888543796757,1
adult,1,0.8059720221785701,1,0.6274287380836501,0,0.0,0,0.0,0,0.0,1,0.6903144216815866,3,2.1237151819438065,0.8521487769363438,1
child,1,0.42205278769489263,0,0.0,0,0.0,0,0.0,1,0.51545347891787,0,0.0,2,0.9375062666127626,0.7304820194855164,1
senior,1,0.4131868338310326,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2997699367304516,2,0.7129567705614842,0.8397349656395107,1
child,0,0.0,0,0.0,1,0.4024451592532673,1,0.032138724988468814,1,0.9953774537453687,0,0.0,3,1.4299613379871048,0.7982355726494218,1
adult,1,0.7732443333486324,0,0.0,0,0.0,1,0.4708226438996813,1,0.0924391194398354,0,0.0,3,1.336506096688149,0.9975812590864984,1
senior,1,0.9859402697781369,1,0.6503502675258284,1,0.18776815853990902,0,0.0,0,0.0,0,0.0,3,1.824058695843874,0.8670649866855779,1
teen,1,0.17351969849525517,1,0.10921669247372245,0,0.0,1,0.9801229735694954,0,0.0,1,0.41067539305012046,4,1.6735347575885933,0.8104532166931068,1
teen,1,0.345555683453576,1,0.8978139573360252,0,0.0,0,0.0,1,0.28766330590344313,0,0.0,3,1.5310329466930446,0.9562386135465288,1
senior,1,0.16825726873651392,1,0.9876584505125634,0,0.0,1,0.6320120558902438,1,0.9776243192292505,1,0.012930720507855153,5,2.7784828148764267,0.6260102138754381,1
senior,1,0.8808550282272588,0,0.0,1,0.6712933461339551,0,0.0,0,0.0,0,0.0,2,1.552148374361214,0.8099143191388213,1
child,0,0.0,0,0.0,1,0.06459268191456835,1,0.4160423440373767,0,0.0,1,0.29581334737372666,3,0.7764483733256717,0.879342205930816,1
senior,1,0.8524400957052837,0,0.0,0,0.0,1,0.6005629318762664,1,0.35948061792577213,1,0.09006121183128324,4,1.9025448573386057,0.7187388973734045,1
child,0,0.0,1,0.39493784503634577,0,0.0,1,0.313152784737758,0,0.0,1,0.9712106046275292,3,1.679301234401633,0.8305178048613291,1
adult,1,0.5502066808344759,1,0.057656595573955305,0,0.0,1,0.3520738737705178,0,0.0,1,0.00022776462925111485,4,0.9601649148082001,0.983009460251188,1
child,1,0.11815181919071693,1,0.9117601617732509,0,0.0,0,0.0,1,0.40723393056302215,0,0.0,3,1.43714591152699,0.9439180408114844,1
senior,1,0.3612677208966769,1,0.5253301088442802,0,0.0,0,0.0,0,0.0,1,0.23528376367525095,3,1.121881593416208,0.8289226243996654,1
senior,0,0.0,1,0.03095398788338899,0,0.0,0,0.0,0,0.0,1,0.3052762432704017,2,0.3362302311537907,0.8125399730022556,1
adult,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.48658855394207867,1,0.48658855394207867,0.7619081868558526,1
senior,0,0.0,0,0.0,1,0.6605852636507102,1,0.8643216343045964,1,0.1795261141554979,1,0.10976335360559131,4,1.814196365716396,0.7753807983946862,1
senior,1,0.5921849901299412,0,0.0,1,0.6915778799902417,1,0.5543649220750617,1,0.44726599650604393,0,0.0,4,2.2853937887012883,0.6304725113442886,1
teen,1,0.10613328590735782,0,0.0,1,0.8181376512730775,1,0.18703255558917065,1,0.11308217468922754,1,0.8817160442387417,5,2.1061017116975753,0.6668870682480368,1
teen,1,0.007557841394162268,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.007557841394162268,0.7883586430705345,1
adult,0,0.0,1,0.7793797203556946,1,0.9464344453650203,1,0.8331677922617412,1,0.4803463111105778,0,0.0,4,3.039328269093034,0.77655071932666,1
child,1,0.5518521930375623,1,0.5103013893320543,0,0.0,0,0.0,0,0.0,1,0.13057739342687802,3,1.1927309757964943,0.8874396593913851,1
teen,1,0.07508791220455469,1,0.32041850347142964,1,0.35238104989376007,1,0.06629813180222932,0,0.0,0,0.0,4,0.8141855973719737,0.8060431749842171,1
child,0,0.0,1,0.8263369400973495,1,0.6782939740346388,1,0.390050955400443,1,0.4475670490202509,1,0.6087280879205125,5,2.9509770064731944,0.5081754513211955,1
senior,1,0.6719922211374055,0,0.0,0,0.0,1,0.8885365973514633,0,0.0,0,0.0,2,1.5605288184888688,0.7640845395541301,1
teen,1,0.969698100113452,1,0.16372345104195185,0,0.0,0,0.0,0,0.0,0,0.0,2,1.1334215511554038,0.7943181276166894,1
adult,1,0.8995370803881227,1,0.38901149936343693,1,0.8928194944374512,0,0.0,1,0.6899208899264339,0,0.0,4,2.8712889641154447,0.8486057072645127,1
adult,1,0.5667911025788351,0,0.0,0,0.0,1,0.1844690546322696,0,0.0,0,0.0,2,0.7512601572111047,0.9574903952532998,1
adult,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.6691040079252538,1
teen,1,0.36364108164699194,1,0.45814276199166215,0,0.0,0,0.0,0,0.0,1,0.5078909848915981,3,1.3296748285302522,0.8874508270259371,1
child,1,0.5857122160635566,1,0.5938474470789733,0,0.0,1,0.15869674765165653,1,0.39293862549259295,0,0.0,4,1.7311950362867794,0.7837101959527345,1
senior,1,0.4033541699365023,0,0.0,0,0.0,0,0.0,0,0.0,1,0.6561328623788452,2,1.0594870323153476,0.8115616446913678,1
child,1,0.3370417617120576,1,0.8662886824768343,1,0.33523364607939365,1,0.7674325372527524,1,0.49352944099311336,0,0.0,5,2.7995260685141514,0.5691248739610404,1
child,1,0.7276394858749435,0,0.0,1,0.9174319993753812,1,0.9945645819807081,0,0.0,0,0.0,3,2.6396360672310326,0.7465789662959579,1
senior,1,0.2966705442867459,1,0.8877252882542088,0,0.0,1,0.18066275389463982,1,0.32036718165502187,1,0.20442465547675737,5,1.8898504235673736,0.7471280233145479,1
senior,1,0.3805522700050772,1,0.6842230768494136,1,0.5014824559005155,1,0.4053231297620682,1,0.4365211888645324,1,0.5705028440014621,6,2.9786049653830693,0.43015694235501156,1
teen,0,0.0,0,0.0,0,0.0,1,0.1360570742825148,1,0.5214925743683737,0,0.0,2,0.6575496486508885,0.8676303057723029,1
teen,0,0.0,0,0.0,0,0.0,1,0.7312596026406073,1,0.9595941793572149,1,0.8438009202055317,3,2.534654702203354,0.9158769296058993,1
teen,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1373442663173362,0,0.0,1,0.1373442663173362,0.7029786883477415,1
teen,1,0.3814757919656465,0,0.0,1,0.7651758993347341,1,0.7297238654660732,0,0.0,0,0.0,3,1.8763755567664537,0.9993227894925419,1
teen,1,0.8878697917288222,1,0.2042571104533748,0,0.0,1,0.135273286523222,1,0.6570328024563656,0,0.0,4,1.8844329911617845,0.8242181552347143,1
senior,0,0.0,0,0.0,1,0.5672852423907849,0,0.0,0,0.0,1,0.13308246525203338,2,0.7003677076428183,0.8426215178932732,1
child,0,0.0,1,0.3365512716981476,0,0.0,0,0.0,1,0.05361425881309356,1,0.663123845876382,3,1.0532893763876232,0.8277596075095266,1
teen,1,0.8989004197954835,1,0.1532405092785163,1,0.10048741581105147,1,0.9866694519327823,0,0.0,0,0.0,4,2.1392977968178335,0.8363648276948004,1
teen,1,0.41784814640911516,0,0.0,1,0.028581236864815063,0,0.0,1,0.14272701873586646,1,0.002776980970396581,4,0.5919333829801933,0.9122915659051163,1
child,1,0.6530252804661295,0,0.0,0,0.0,0,0.0,1,0.5791196851491183,1,0.7353650191002448,3,1.9675099847154924,0.875961215810046,1
teen,0,0.0,1,0.11630877742573209,1,0.26509184164044985,0,0.0,1,0.6722706810914231,1,0.05247708490903613,4,1.1061483850666411,0.7933324162973922,1
child,0,0.0,1,0.8340277544647806,1,0.5789270868774462,1,0.4936921583411189,0,0.0,1,0.7609893241802428,4,2.6676363238635883,0.7023055082450305,1
child,0,0.0,0,0.0,1,0.9108832837153231,0,0.0,1,0.1196670999869831,1,0.5542999492452141,3,1.5848503329475203,0.7941285162668168,1
senior,0,0.0,1,0.5497762427812352,0,0.0,1,0.6134855920707933,1,0.18154900606542257,0,0.0,3,1.344810840917451,0.8777851342638817,1
adult,0,0.0,0,0.0,1,0.3947916795727824,0,0.0,1,0.34827271160382056,0,0.0,2,0.743064391176603,0.909145664449782,1
senior,0,0.0,1,0.3076768307447828,0,0.0,1,0.7358194300355231,0,0.0,0,0.0,2,1.043496260780306,0.8456436550571189,1
adult,0,0.0,1,0.3035447768316666,1,0.024400559927449494,1,0.6447534085493606,0,0.0,1,0.9022281303815591,4,1.874926875690036,0.9087745561943597,1
adult,0,0.0,1,0.8655655610498655,1,0.8423329061345118,1,0.8940847383813566,1,0.7847045107693514,0,0.0,4,3.3866877163350853,0.6739609094686266,1
adult,1,0.745085930652749,0,0.0,1,0.4177676513181071,0,0.0,0,0.0,1,0.9966385406347732,3,2.1594921226056294,0.9957842397044064,1
teen,0,0.0,0,0.0,1,0.12036510670120881,0,0.0,0,0.0,1,0.8986480560048898,2,1.0190131627060985,0.7995750292154247,1
senior,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.6197414689688604,1
adult,1,0.2323522450391876,0,0.0,0,0.0,1,0.7960114161177797,1,0.9861469014843312,1,0.503302338511046,4,2.5178129011523445,0.7387616869725552,1
child,1,0.41956552495890176,1,0.49086880719724446,1,0.3771516308094619,1,0.1490572660273075,1,0.9146864491521204,0,0.0,5,2.351329678145036,0.6420614969874011,1
teen,1,0.31816133859157003,0,0.0,0,0.0,1,0.3904394883435074,1,0.9049458641699719,0,0.0,3,1.6135466911050493,0.9129039540647501,1
senior,1,0.24904404198203478,1,0.030538682225772718,1,0.16478504646988268,0,0.0,0,0.0,0,0.0,3,0.4443677706776902,0.9263874857182874,1
adult,1,0.314429865739676,1,0.2082240436917956,0,0.0,0,0.0,1,0.43239830030113424,1,0.2573267730122002,4,1.2123789827448062,0.9218732828231164,1
child,1,0.32299219889847186,0,0.0,1,0.8977065643895272,1,0.9508252546918196,1,0.5123885508471622,0,0.0,4,2.683912568826981,0.7088293254255765,1
senior,1,0.9553781936563274,1,0.45419742959790055,0,0.0,0,0.0,1,0.8041807079936444,0,0.0,3,2.2137563312478723,0.8103604342460574,1
senior,1,0.5332303326141029,1,0.6018311705386353,0,0.0,0,0.0,1,0.3313387571833615,1,0.7248758306390739,4,2.1912760909751734,0.7921095491525426,1
teen,1,0.4620521883275325,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.4620521883275325,0.7947707357918904,1
senior,0,0.0,0,0.0,0,0.0,1,0.7683580066873827,1,0.262508963256598,1,0.787684793635611,3,1.8185517635795918,0.902895577589062,1
teen,1,0.9961309760734187,0,0.0,1,0.3511753039026677,1,0.6096366886512454,1,0.46855569868682745,1,0.869840998836839,5,3.295339666150998,0.7287811927736435,1
adult,1,0.6535891048912535,1,0.637742544340257,1,0.45570985747783666,0,0.0,0,0.0,0,0.0,3,1.7470415067093472,1.0,1
teen,1,0.7034866414637879,0,0.0,1,0.16459909370346693,1,0.8356875724478935,0,0.0,0,0.0,3,1.7037733076151484,0.9389844665525973,1
child,0,0.0,1,0.5460327724499058,0,0.0,1,0.290382564166886,1,0.04930890730389348,1,0.16811567274271588,4,1.0538399166634012,0.772924911654329,1
teen,0,0.0,1,0.25548244558759503,1,0.26837634300377355,0,0.0,1,0.6259684425726795,0,0.0,3,1.149827231164048,0.9629261989220492,1
child,1,0.18406538949913465,0,0.0,0,0.0,1,0.004518718095621321,1,0.14932887749708867,1,0.23840976244339895,4,0.5763227475352436,0.7837269335019111,1
teen,0,0.0,1,0.46675534433083066,0,0.0,1,0.8282506128647171,0,0.0,0,0.0,2,1.295005957195548,0.8728217808474029,1
senior,1,0.3444945257532199,1,0.30749103190403804,1,0.651856169027895,1,0.6843787438158199,0,0.0,0,0.0,4,1.988220470500973,0.6855668887626655,1
adult,1,0.7482883657618686,0,0.0,0,0.0,1,0.6934197502400565,0,0.0,0,0.0,2,1.4417081160019252,0.8877556357333573,1
child,1,0.2131613101349381,0,0.0,1,0.9726099739225111,1,0.16305812909051165,0,0.0,0,0.0,3,1.348829413147961,0.7849543387671443,1
teen,1,0.40350302820150397,0,0.0,1,0.24972868326789954,0,0.0,0,0.0,1,0.09373498363220956,3,0.7469666951016131,0.9215419384444328,1
teen,1,0.47118433996140885,0,0.0,1,0.014400630592075303,0,0.0,0,0.0,0,0.0,2,0.48558497055348415,0.8865675820146525,1
teen,1,0.16652535377020095,1,0.09430896633023833,1,0.4973694674339859,0,0.0,0,0.0,0,0.0,3,0.7582037875344252,0.9561928733950024,1
senior,1,0.06959109444124922,1,0.051926260992757434,0,0.0,1,0.5059143301635034,0,0.0,1,0.3560253772478096,4,0.9834570628453196,0.8342136069363875,1
senior,1,0.3170676973184722,1,0.015709829482176696,1,0.6262118385238071,0,0.0,1,0.8230455388250256,1,0.21816933007771477,5,2.0002042342271964,0.6285474150626473,1
child,1,0.544892143526181,0,0.0,0,0.0,0,0.0,0,0.0,1,0.32637379575333914,2,0.8712659392795201,0.778132129112992,1
child,1,0.6526789485677399,0,0.0,1,0.7073032350593735,0,0.0,0,0.0,0,0.0,2,1.3599821836271135,0.7194969086717304,1
